Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Departamento de Saúde da família DESF
Painel Indicador
Estratégia eSUS- AB
Unidade Geográfica: Munícipio
"Indicador: Proporção de crianças de 1 (um) ano de idade vacinadas na APS contra Difteria, Tétano, Coqueluche, Hepatite B, infecções causadas por haemophilus influenzae tipo b e Poliomielite inativada"
Dados Preliminares:
Considerado apenas (eSF e eAP) válidas para o componente de desempenho
Dados sujeitos à alteração


UF;IBGE;Munícipio;Numerador;Denominador Utilizado;2022 Q1 (%);Denominador Identificado;Denominador Estimado;Cadastro;Base Externa;Percentual;População;
BA;290020;ABARÉ;112;121;93;121;73;17899;83;166;20347;
SP;355010;SÃO MANUEL;112;125;90;125;76;25297;124;164;41123;
RS;430310;CACHOEIRINHA;112;129;87;129;129;34145;496;100;131240;
SP;350400;ASSIS;112;133;84;133;140;43261;341;95;105087;
SP;350380;ARTUR NOGUEIRA;112;143;78;143;145;43726;184;99;55340;
MT;510170;BARRA DO BUGRES;112;144;78;144;115;25945;156;125;35307;
AL;270420;LIMOEIRO DE ANADIA;112;154;73;154;101;28543;102;152;28771;
BA;292660;RIBEIRA DO POMBAL;112;202;55;202;175;41476;228;115;53956;
CE;230220;BEBERIBE;112;204;55;204;172;50713;183;119;53949;
MG;310400;ARAXÁ;112;316;35;255;316;77510;438;81;107337;
AL;270430;MACEIÓ;1123;1574;71;1574;1385;311525;4557;114;1025360;
PB;250690;ITABAIANA;113;122;93;122;119;26978;108;103;24419;
ES;320010;AFONSO CLÁUDIO;113;125;90;125;118;34663;104;106;30455;
MG;310630;BELO ORIENTE;113;126;90;126;91;26445;93;138;26994;
MG;310540;BARÃO DE COCAIS;113;128;88;128;96;32824;96;133;32866;
RS;430820;FLORES DA CUNHA;113;133;85;133;94;27036;108;141;31063;
CE;230320;CARIRIAÇU;113;134;84;134;129;30194;115;104;26987;
BA;291110;FORMOSA DO RIO PRETO;113;150;75;150;106;21854;126;142;25857;
MG;314070;MATEUS LEME;113;166;68;166;162;40602;125;102;31364;
CE;231020;PARACURU;113;188;60;188;194;37782;181;97;35304;
PA;150330;IGARAPÉ-MIRI;113;192;59;192;211;42834;310;91;63036;
RN;240360;EXTREMOZ;113;241;47;241;221;38338;167;109;28936;
PE;261630;VICÊNCIA;114;135;84;135;102;29605;113;132;32772;
MG;312430;ESPINOSA;114;178;64;178;113;30350;118;158;31610;
AM;130356;RIO PRETO DA EVA;114;191;60;191;111;30795;123;172;34106;
AL;270040;ATALAIA;114;194;59;194;138;37190;176;141;47365;
CE;230580;IPU;114;202;56;202;185;44636;174;109;42058;
RJ;330340;NOVA FRIBURGO;114;264;43;264;228;67485;647;116;191158;
PA;150810;TUCURUÍ;114;317;36;317;351;70721;572;90;115144;
MA;210467;GOVERNADOR NUNES FREIRE;115;146;79;146;126;23493;137;116;25539;
SP;352510;JARDINÓPOLIS;115;149;77;149;140;40743;154;106;44970;
PR;411750;PAIÇANDU;115;153;75;153;135;28966;194;113;41773;
SC;420550;FRAIBURGO;115;156;74;128;156;37003;154;82;36584;
PA;150760;SÃO MIGUEL DO GUAMÁ;115;176;65;176;175;36770;283;101;59632;
PE;260510;CUSTÓDIA;115;187;61;187;131;36971;132;143;37375;
MG;312160;DIAMANTINA;115;240;48;240;201;50366;191;119;47825;
PA;150442;MARITUBA;115;313;37;313;251;62839;535;125;133685;
SP;354880;SÃO CAETANO DO SUL;115;394;29;139;394;124761;512;35;161957;
SC;420240;BLUMENAU;1153;1431;81;1431;1383;369679;1354;103;361855;
GO;520970;HIDROLÂNDIA;116;133;87;133;105;23723;98;127;22124;
RN;240830;NOVA CRUZ;116;145;80;145;143;37977;141;101;37450;
RJ;330500;SÃO JOÃO DA BARRA;116;181;64;181;173;39598;159;105;36423;
AP;160027;LARANJAL DO JARI;116;182;64;182;192;39502;250;95;51362;
RS;431405;PAROBÉ;117;139;84;139;158;39512;235;88;58858;
MG;317080;VÁRZEA DA PALMA;117;140;84;140;95;32757;115;147;39803;
SP;352270;ITÁPOLIS;117;148;79;148;95;30090;137;156;43331;
SP;352530;JAÚ;117;154;76;154;119;40649;443;129;151881;
BA;291700;ITIÚBA;117;167;70;167;144;35106;148;116;36116;
MA;210060;AMARANTE DO MARANHÃO;117;207;57;207;236;38308;257;88;41729;
MG;317120;VESPASIANO;117;229;51;229;198;45191;568;116;129765;
PE;260220;BOM JARDIM;118;150;79;150;110;34765;126;136;39983;
BA;292890;SÃO DESIDÉRIO;118;168;70;168;139;29372;162;121;34266;
ES;320455;SANTA MARIA DE JETIBÁ;118;180;66;180;203;43065;193;89;41015;
SP;353760;PERUÍBE;118;244;48;244;256;68358;258;95;69001;
ES;320510;VIANA;118;277;43;277;291;69898;331;95;79500;
RJ;330510;SÃO JOÃO DE MERITI;118;701;17;391;701;187154;1772;56;472906;
PE;260410;CARUARU;1189;1422;84;1422;1442;287802;1830;99;365278;
SP;352480;JALES;119;139;86;139;139;49184;139;100;49201;
MG;315220;PORTEIRINHA;119;140;85;140;139;40113;131;101;37864;
RS;431710;SANT'ANA DO LIVRAMENTO;119;154;77;154;155;37297;318;99;76321;
RN;240220;CANGUARETAMA;119;158;75;158;139;32337;149;114;34548;
AM;130353;PRESIDENTE FIGUEIREDO;119;173;69;173;138;34866;147;125;37193;
MG;313190;ITABIRITO;119;244;49;192;244;56262;227;79;52446;
MT;510250;CÁCERES;119;249;48;197;249;49338;479;79;94861;
SC;420700;IÇARA;119;280;43;280;235;63290;213;119;57247;
ES;320020;ALEGRE;12;104;12;87;104;27622;113;84;29975;
RS;430469;CAPITÃO;12;12;100;12;10;3565;8;120;2763;
PE;261210;SALGADINHO;12;12;100;12;10;6491;17;120;11068;
GO;521935;SANTA ISABEL;12;12;100;12;11;4642;9;109;3815;
GO;521540;OURO VERDE DE GOIÁS;12;12;100;12;14;4830;11;86;3723;
PB;250855;LOGRADOURO;12;12;100;12;14;5439;11;86;4369;
PR;412555;SÃO MANOEL DO PARANÁ;12;12;100;12;2;2391;2;600;2163;
RS;430635;DEZESSEIS DE NOVEMBRO;12;12;100;12;4;2947;3;300;2378;
MG;314120;MATUTINA;12;12;100;12;6;4304;5;200;3741;
RN;240375;FERNANDO PEDROZA;12;12;100;12;7;3382;6;171;3067;
PR;411660;NOVA AMÉRICA DA COLINA;12;12;100;12;7;3905;6;171;3434;
RN;240690;LUCRÉCIA;12;12;100;12;7;4227;7;171;4025;
RS;430630;DAVID CANABARRO;12;12;100;12;7;4585;7;171;4736;
SP;354030;PONTES GESTAL;12;12;100;12;8;3004;7;150;2577;
TO;171280;MAURILÂNDIA DO TOCANTINS;12;12;100;12;8;3641;8;150;3448;
MG;314840;PAULISTAS;12;12;100;12;9;4859;9;133;4812;
GO;520570;CÓRREGO DO OURO;12;13;92;13;10;2800;8;130;2290;
SP;352885;MARAPOAMA;12;13;92;13;10;4308;7;130;3064;
PR;412545;SÃO JOSÉ DAS PALMEIRAS;12;13;92;13;12;3542;12;108;3627;
PR;412395;SANTA MÔNICA;12;13;92;13;12;3887;12;108;4017;
RS;430540;CHIAPETTA;12;13;92;13;13;4349;11;100;3719;
PB;251203;POÇO DANTAS;12;13;92;13;14;5045;11;93;3882;
RS;430467;CAPIVARI DO SUL;12;13;92;13;14;5056;13;93;4728;
SP;350075;ALAMBARI;12;13;92;13;15;5654;16;87;6129;
MG;315010;PIAU;12;13;92;13;3;3499;2;433;2733;
MT;510757;RONDOLÂNDIA;12;13;92;13;4;3547;5;325;4036;
PR;411590;MIRADOR;12;13;92;13;7;2082;7;186;2196;
PB;251394;SÃO DOMINGOS DO CARIRI;12;13;92;13;7;3073;6;186;2630;
MG;314440;NATÉRCIA;12;13;92;13;8;4793;8;163;4728;
MG;315910;SANTANA DOS MONTES;12;13;92;13;9;4269;8;144;3765;
RS;430673;DOUTOR MAURÍCIO CARDOSO;12;13;92;13;9;5046;8;144;4462;
MG;312270;DOM SILVÉRIO;12;13;92;13;9;5727;8;144;5232;
SP;350260;APARECIDA D'OESTE;12;14;86;14;10;5197;8;140;4158;
MG;315310;PRESIDENTE BERNARDES;12;14;86;14;10;5810;9;140;5341;
BA;291260;IBIQUERA;12;14;86;14;11;3630;12;127;4046;
MG;316105;SÃO FÉLIX DE MINAS;12;14;86;14;11;4025;9;127;3362;
RO;110026;RIO CRESPO;12;14;86;14;11;4484;9;127;3804;
PB;250870;MÃE D'ÁGUA;12;14;86;14;12;3998;12;117;3999;
PI;220937;SANTA ROSA DO PIAUÍ;12;14;86;14;14;5339;14;100;5255;
PR;411170;JABOTI;12;14;86;14;16;5594;15;88;5303;
SP;355130;SEBASTIANÓPOLIS DO SUL;12;14;86;14;4;4389;3;350;3554;
RS;430995;IBIRAPUITÃ;12;14;86;14;6;2466;9;233;4000;
MG;316805;TAPARUBA;12;14;86;14;6;4371;4;233;3101;
PR;411340;LEÓPOLIS;12;14;86;14;6;4670;5;233;3925;
MG;313200;ITACAMBIRA;12;14;86;14;7;3979;9;200;5417;
SE;280250;GENERAL MAYNARD;12;14;86;14;8;3387;8;175;3384;
PR;410275;BELA VISTA DA CAROBA;12;14;86;14;8;3896;7;175;3457;
MG;314880;PEDRA DO ANTA;12;14;86;14;8;4091;6;175;3005;
RS;430980;IBIAÇÁ;12;14;86;14;8;4564;8;175;4699;
PI;220117;BARRA D'ALCÂNTARA;12;14;86;14;8;4687;7;175;3952;
SC;420055;ÁGUAS FRIAS;12;15;80;15;10;3268;7;150;2354;
MG;311080;CAMPANÁRIO;12;15;80;15;10;4262;9;150;3730;
GO;522100;TAQUARAL DE GOIÁS;12;15;80;15;11;4917;8;136;3521;
RS;431310;NOVA PALMA;12;15;80;15;12;6588;12;125;6515;
SC;421680;SÃO JOSÉ DO CERRITO;12;15;80;15;14;5567;21;107;8173;
PI;221170;WALL FERRAZ;12;15;80;15;5;4515;5;300;4471;
SP;350150;ALVINLÂNDIA;12;15;80;15;7;3043;7;214;3237;
SC;421315;PLANALTO ALEGRE;12;15;80;15;7;3272;6;214;2888;
RS;430560;COLORADO;12;15;80;15;7;3828;6;214;3130;
TO;171370;MONTE SANTO DO TOCANTINS;12;15;80;15;8;2630;7;188;2295;
MG;311900;CORDISLÂNDIA;12;15;80;15;8;3657;8;188;3542;
GO;520650;CROMÍNIA;12;15;80;15;8;4553;6;188;3472;
MG;316360;SÃO JOSÉ DO MANTIMENTO;12;15;80;15;9;3162;8;167;2806;
MG;313870;LUMINÁRIAS;12;15;80;15;9;4082;12;167;5438;
MS;500797;TAQUARUSSU;12;15;80;15;9;4129;8;167;3588;
SP;353770;PIACATU;12;16;75;12;16;6832;14;75;6038;
RS;430597;COXILHA;12;16;75;16;12;3616;9;133;2743;
PI;220535;JOÃO COSTA;12;16;75;16;12;3625;10;133;3005;
RS;431695;SANTA MARIA DO HERVAL;12;16;75;16;13;5042;16;123;6364;
MG;314380;MUNHOZ;12;16;75;16;13;6871;11;123;5994;
TO;170830;GOIANORTE;12;16;75;16;15;5477;14;107;5130;
TO;170382;CACHOEIRINHA;12;16;75;16;5;2411;5;320;2284;
MT;510774;SANTA CRUZ DO XINGU;12;16;75;16;6;2758;6;267;2633;
SP;353210;MURUTINGA DO SUL;12;16;75;16;6;4864;6;267;4506;
RO;110090;CASTANHEIRAS;12;16;75;16;7;3121;7;229;2987;
TO;171245;LUZINÓPOLIS;12;16;75;16;8;2838;9;200;3154;
RN;240165;BODÓ;12;16;75;16;8;3352;5;200;2197;
PR;411290;JUNDIAÍ DO SUL;12;16;75;16;9;3837;8;178;3269;
MG;316265;SÃO JOÃO DO PACUÍ;12;16;75;16;9;3910;10;178;4448;
PB;251720;VIEIRÓPOLIS;12;16;75;16;9;5739;8;178;5372;
MT;510010;ACORIZAL;12;17;71;13;17;5302;17;76;5334;
PI;220695;NOVO SANTO ANTÔNIO;12;17;71;17;10;3900;8;170;3003;
RN;241355;SERRINHA DOS PINTOS;12;17;71;17;11;5283;10;155;4816;
SP;351710;GLICÉRIO;12;17;71;17;13;5514;11;131;4829;
TO;171700;PINDORAMA DO TOCANTINS;12;17;71;17;14;4493;14;121;4430;
SP;353260;NHANDEARA;12;17;71;17;14;7595;21;121;11527;
RO;110146;PIMENTEIRAS DO OESTE;12;17;71;17;15;2597;12;113;2148;
RS;431280;NOVA ARAÇÁ;12;17;71;17;18;5020;17;94;4826;
MG;311970;CORONEL XAVIER CHAVES;12;17;71;17;5;4226;4;340;3441;
MT;510835;VALE DE SÃO DOMINGOS;12;17;71;17;8;3511;7;213;3126;
MG;310520;BANDEIRA;12;17;71;17;9;4783;9;189;4766;
TO;170320;BERNARDO SAYÃO;12;18;67;12;18;5216;15;67;4448;
MG;310840;BOTELHOS;12;18;67;14;18;9508;28;78;14949;
MT;510685;PORTO ESTRELA;12;18;67;18;13;4177;9;138;2877;
MG;311220;CAPELA NOVA;12;18;67;18;13;5103;12;138;4634;
PR;410975;IBEMA;12;18;67;18;19;5784;21;95;6370;
PB;251380;SANTA TERESINHA;12;19;63;14;19;6170;14;74;4562;
BA;291855;JUSSARI;12;19;63;16;19;5409;20;84;5768;
PI;220420;FRANCISCO SANTOS;12;19;63;16;19;8179;22;84;9372;
MG;313655;JOSÉ RAYDAN;12;19;63;19;10;4389;12;190;5050;
MG;310945;CABECEIRA GRANDE;12;19;63;19;13;6244;14;146;6988;
MG;314850;PAVÃO;12;19;63;19;14;6281;19;136;8419;
PR;412640;SERTANEJA;12;19;63;19;16;6415;13;119;5216;
PR;411342;LIDIANÓPOLIS;12;20;60;14;20;4706;14;70;3231;
PI;220400;FRANCINÓPOLIS;12;20;60;20;14;5158;15;143;5347;
BA;291420;IRAJUBA;12;21;57;21;15;6637;16;140;7279;
GO;522230;VILA PROPÍCIO;12;22;55;22;17;6658;15;129;5882;
BA;291030;ELÍSIO MEDRADO;12;22;55;22;22;8596;21;100;8126;
SP;354110;PRESIDENTE ALVES;12;22;55;22;9;4532;8;244;4080;
SP;350640;BILAC;12;23;52;13;23;9036;21;57;8117;
RS;430905;GLORINHA;12;23;52;15;23;8344;23;65;8204;
PR;411300;JUSSARA;12;23;52;17;23;6905;23;74;7041;
RN;240620;LAGOA D'ANTA;12;23;52;23;19;7161;18;121;6811;
RN;241310;SENADOR ELÓI DE SOUZA;12;23;52;23;22;6285;21;105;6127;
MA;210970;SAMBAÍBA;12;24;50;24;15;5078;17;160;5679;
MG;313695;JUVENÍLIA;12;24;50;24;15;5448;16;160;5715;
BA;292030;MALHADA DE PEDRAS;12;25;48;19;25;7612;27;76;8359;
MG;311710;CONCEIÇÃO DA APARECIDA;12;26;46;18;26;9133;29;69;10322;
BA;291200;IBIASSUCÊ;12;26;46;26;24;10885;20;108;9031;
SP;354370;RINCÃO;12;27;44;15;27;9272;32;56;10812;
PI;220555;LAGOA ALEGRE;12;27;44;17;27;8046;29;63;8577;
RS;431540;REDENTORA;12;28;43;22;28;6380;51;79;11669;
MG;315057;PINTÓPOLIS;12;28;43;28;22;7210;23;127;7524;
SP;354805;SANTO ANTÔNIO DO ARACANGUÁ;12;29;41;21;29;8526;29;72;8481;
SP;354290;RIBEIRÃO BONITO;12;30;40;30;28;9587;39;107;13299;
GO;521300;MAURILÂNDIA;12;32;38;32;27;10276;38;119;14327;
SP;354200;QUINTANA;12;34;35;34;29;7951;24;117;6688;
AM;130195;ITAMARATI;12;35;34;19;35;3563;77;54;7814;
SE;280590;RIACHUELO;12;35;34;29;35;8781;41;83;10284;
BA;291630;ITAPEBI;12;35;34;35;29;8730;34;121;10215;
PI;220350;ELESBÃO VELOSO;12;44;27;44;40;13889;42;110;14575;
BA;290450;BROTAS DE MACAÚBAS;12;45;27;45;37;12132;31;122;10130;
RJ;330410;PORCIÚNCULA;12;57;21;57;60;18545;61;95;18960;
MT;510624;NOVA UBIRATÃ;12;62;19;62;45;10606;52;138;12298;
BA;290405;BONITO;12;62;19;62;61;14593;71;102;16884;
CE;231355;TURURU;12;68;18;68;73;16452;73;93;16431;
BA;292970;SÁTIRO DIAS;12;74;16;74;54;16137;58;137;17302;
ES;320115;BREJETUBA;12;77;16;77;73;14677;62;105;12427;
RJ;330475;SÃO FRANCISCO DE ITABAPOANA;12;91;13;24;91;21528;179;26;42210;
AL;270830;SÃO JOSÉ DA LAJE;120;131;92;131;118;24761;114;111;23996;
CE;230230;BELA CRUZ;120;136;88;136;103;31868;106;132;32722;
SP;355640;VARGEM GRANDE DO SUL;120;141;85;141;121;38063;137;117;43110;
PR;412410;SANTO ANTÔNIO DA PLATINA;120;145;83;145;167;44527;173;87;46251;
SC;421630;SÃO JOÃO BATISTA;120;147;82;147;115;34321;129;128;38583;
MG;310420;ARCOS;120;148;81;148;157;43205;147;94;40380;
SC;421720;SÃO MIGUEL DO OESTE;120;153;78;153;179;42501;172;85;40868;
RS;431370;PALMEIRA DAS MISSÕES;120;168;71;168;120;28978;137;140;33131;
PI;220790;PEDRO II;120;171;70;171;188;43470;168;91;38778;
BA;290990;CURAÇÁ;120;175;69;175;163;32013;178;107;34886;
BA;292810;SANTA MARIA DA VITÓRIA;120;176;68;176;133;36238;146;132;39775;
MA;210780;PARNARAMA;120;179;67;179;123;31569;136;146;35008;
CE;231070;PENTECOSTE;120;187;64;187;160;37508;162;117;37900;
SP;352320;ITARARÉ;121;126;96;126;87;24229;182;145;50642;
SP;353550;PARAGUAÇU PAULISTA;121;134;90;134;112;38850;132;120;45945;
CE;230930;NOVA RUSSAS;121;134;90;134;92;32647;91;146;32408;
SP;351740;GUAÍRA;121;140;86;140;135;42520;130;104;41040;
PR;410200;ASSIS CHATEAUBRIAND;121;141;86;141;122;30602;133;116;33340;
ES;320040;ANCHIETA;121;147;82;147;130;34798;111;113;29779;
SP;350170;AMÉRICO BRASILIENSE;121;147;82;147;92;28265;133;160;41032;
CE;230690;JAGUARIBE;121;164;74;164;157;38036;143;104;34636;
PE;261100;PETROLÂNDIA;121;167;72;167;147;26635;204;114;36901;
SP;354330;RIBEIRÃO PIRES;121;175;69;175;188;55429;420;93;124159;
PE;260730;IPUBI;121;183;66;183;160;34566;144;114;31187;
MG;316930;TRÊS CORAÇÕES;121;245;49;196;245;62102;316;80;80032;
PR;411370;LONDRINA;1214;1422;85;1422;1273;346578;2114;112;575377;
MG;314430;NANUQUE;122;154;79;154;137;38199;146;112;40665;
MT;510642;PEIXOTO DE AZEVEDO;122;236;52;236;165;32959;177;143;35338;
RO;110011;JARU;122;325;38;325;277;55728;257;117;51620;
GO;521975;SANTO ANTÔNIO DO DESCOBERTO;122;349;35;349;201;50338;303;174;75829;
MG;314560;OLIVEIRA;123;131;94;131;132;42740;129;99;41840;
CE;230610;IRAUÇUBA;123;144;85;144;94;26485;86;153;24305;
PB;250600;ESPERANÇA;123;146;84;146;148;35588;138;99;33199;
BA;292520;POJUCA;123;149;83;149;133;37441;142;112;39972;
RS;430790;FARROUPILHA;123;156;79;156;168;45815;268;93;73061;
BA;291490;ITACARÉ;123;159;77;159;77;21322;103;206;28684;
MG;310740;BOM DESPACHO;123;198;62;198;198;55417;182;100;51028;
PR;410970;IBAITI;124;131;95;131;106;31305;107;124;31644;
SP;353710;PEDREIRA;124;146;85;146;129;44244;141;113;48463;
RO;110018;PIMENTA BUENO;124;146;85;146;167;34981;176;87;36881;
MG;314000;MARIANA;124;149;83;149;130;34792;229;115;61288;
SC;421800;TIJUCAS;124;231;54;180;231;48600;186;78;39155;
MG;313520;JANUÁRIA;124;231;54;231;180;48874;250;128;67852;
GO;521310;MINEIROS;124;311;40;178;311;62241;341;57;68154;
SP;351370;DESCALVADO;125;139;90;139;102;34798;99;136;33910;
MS;500060;AMAMBAI;125;145;86;145;150;31831;188;97;39826;
MT;510325;COLNIZA;125;145;86;145;59;20254;116;246;39861;
SE;280540;POÇO REDONDO;125;162;77;162;122;28292;152;133;35122;
SP;352680;LENÇÓIS PAULISTA;125;163;77;163;161;45024;246;101;68990;
TO;170550;COLINAS DO TOCANTINS;125;174;72;174;196;38978;180;89;35851;
BA;291760;JAGUAQUARA;125;176;71;176;185;42229;239;95;54673;
AL;270290;GIRAU DO PONCIANO;125;197;63;197;135;36230;154;146;41237;
PR;411410;MANDAGUAÇU;126;140;90;140;96;21544;103;146;23100;
GO;520910;GOIATUBA;126;152;83;152;141;36495;132;108;34202;
RS;431890;SÃO LUIZ GONZAGA;126;153;82;153;133;33812;131;115;33293;
BA;292300;NOVA VIÇOSA;126;197;64;197;131;39482;145;150;43783;
MS;500500;JARDIM;127;144;88;144;106;26174;106;136;26238;
SP;353670;PEDERNEIRAS;127;147;86;147;113;33139;161;130;47111;
SC;420360;CAMPOS NOVOS;127;156;81;156;158;36367;159;99;36556;
MA;211020;SANTA RITA;127;159;80;159;138;32139;164;115;38298;
MS;500325;COSTA RICA;127;168;76;168;195;29612;139;86;21142;
PA;150815;URUARÁ;127;172;74;172;159;30620;236;108;45435;
MA;211130;SÃO LUÍS;1275;2401;53;2401;2352;553729;4710;102;1108975;
CE;231400;VÁRZEA ALEGRE;128;172;74;172;163;45107;148;106;40903;
SC;420380;CANOINHAS;128;172;74;172;200;44042;247;86;54480;
RN;241220;SÃO JOSÉ DE MIPIBU;128;206;62;206;208;45329;203;99;44236;
MG;310350;ARAGUARI;128;284;45;284;316;91822;405;90;117825;
MA;210860;PINHEIRO;128;382;34;259;382;67719;473;68;83777;
SP;355500;TUPÃ;129;142;91;142;137;44553;202;104;65570;
SC;421050;MARAVILHA;129;153;84;153;133;31380;111;115;26116;
MS;500330;COXIM;129;165;78;165;148;33839;146;111;33459;
PI;220220;CAMPO MAIOR;129;168;77;168;189;48915;181;89;46893;
CE;230840;MISSÃO VELHA;129;182;71;182;177;37748;166;103;35480;
PE;261000;PALMARES;129;258;50;214;258;49719;329;83;63500;
PI;220770;PARNAÍBA;129;698;18;453;698;145278;737;65;153482;
BA;291050;ENTRE RIOS;13;127;10;127;113;30431;156;112;41901;
MG;311000;CAETÉ;13;129;10;129;116;35683;146;111;45047;
TO;171515;NOVO ALEGRE;13;13;100;13;1;2631;1;1300;2332;
PB;251410;SÃO JOÃO DO TIGRE;13;13;100;13;11;4609;11;118;4415;
PB;251100;PEDRA BRANCA;13;13;100;13;12;4652;10;108;3802;
RS;430830;FONTOURA XAVIER;13;13;100;13;14;6411;22;93;10241;
SC;421715;SÃO MIGUEL DA BOA VISTA;13;13;100;13;3;2048;3;433;1807;
SC;420257;BOM JESUS DO OESTE;13;13;100;13;6;2368;5;217;2139;
PI;220415;FRANCISCO MACEDO;13;13;100;13;6;3095;6;217;3200;
SP;351650;GABRIEL MONTEIRO;13;13;100;13;6;3495;5;217;2776;
SC;421960;XAVANTINA;13;13;100;13;8;4229;7;163;3903;
PR;412085;QUATRO PONTES;13;13;100;13;8;4383;7;163;4029;
MT;510395;GLÓRIA D'OESTE;13;13;100;13;9;3536;8;144;3008;
MG;315737;SANTA CRUZ DE SALINAS;13;13;100;13;9;4667;8;144;4107;
MT;510820;TORIXORÉU;13;14;93;14;10;3343;11;140;3547;
RS;430697;EREBANGO;13;14;93;14;10;3453;9;140;2982;
PB;251470;SÃO JOSÉ DO SABUGI;13;14;93;14;10;4594;9;140;4147;
RS;430195;BARRA FUNDA;13;14;93;14;11;3026;9;127;2551;
RS;430970;HUMAITÁ;13;14;93;14;11;5190;10;127;4736;
SP;355120;SARUTAIÁ;13;14;93;14;13;4296;11;108;3630;
GO;521590;PALMINÓPOLIS;13;14;93;14;16;4763;12;88;3582;
SP;350060;ÁGUAS DE SÃO PEDRO;13;14;93;14;3;3223;3;467;3521;
RS;431846;SÃO JOSÉ DO HERVAL;13;14;93;14;4;2277;3;350;1943;
MG;314820;PATROCÍNIO DO MURIAÉ;13;14;93;14;4;5804;4;350;5715;
MG;316700;SERRANOS;13;14;93;14;6;2163;5;233;1956;
TO;171870;RIO DOS BOIS;13;14;93;14;8;2792;8;175;2856;
TO;171888;SANTA MARIA DO TOCANTINS;13;14;93;14;8;3005;9;175;3486;
PB;251396;SÃO DOMINGOS;13;14;93;14;8;3423;7;175;3097;
RS;431125;LAGOÃO;13;14;93;14;8;4402;12;175;6461;
SC;421885;UNIÃO DO OESTE;13;14;93;14;9;3114;7;156;2412;
SC;421755;SERRA ALTA;13;14;93;14;9;3600;8;156;3256;
RS;430781;ESTRELA VELHA;13;14;93;14;9;3735;9;156;3650;
SC;421535;SALTINHO;13;14;93;14;9;4177;8;156;3754;
PR;410165;ARAPUÃ;13;15;87;15;10;3879;8;150;3009;
MG;313730;LAGOA DOS PATOS;13;15;87;15;10;3907;10;150;4082;
RS;431339;NOVO CABRAIS;13;15;87;15;10;4628;9;150;4222;
MG;311480;CARVALHOS;13;15;87;15;10;4910;9;150;4461;
PR;411845;PATO BRAGADO;13;15;87;15;12;3457;19;125;5684;
MG;312705;FRONTEIRA DOS VALES;13;15;87;15;13;4492;13;115;4561;
PR;410315;BOM JESUS DO SUL;13;15;87;15;13;4661;10;115;3506;
RS;431215;MATO LEITÃO;13;15;87;15;13;5935;10;115;4573;
SP;352150;IRAPUÃ;13;15;87;15;13;6311;17;115;8048;
TO;171250;MARIANÓPOLIS DO TOCANTINS;13;15;87;15;14;4147;18;107;5254;
SP;353160;MONTE CASTELO;13;15;87;15;14;5015;12;107;4166;
RS;431162;LINDOLFO COLLOR;13;15;87;15;14;5261;16;107;6125;
PI;220527;JATOBÁ DO PIAUÍ;13;15;87;15;14;5854;12;107;4875;
RN;241190;SÃO FRANCISCO DO OESTE;13;15;87;15;15;4842;13;100;4255;
SP;355660;VERA CRUZ;13;15;87;15;15;6154;26;100;10823;
SE;280520;PINHÃO;13;15;87;15;16;5373;20;94;6627;
SP;351660;GÁLIA;13;15;87;15;16;7353;14;94;6482;
SP;352740;LUCÉLIA;13;15;87;15;17;7392;50;88;21886;
RS;430020;AJURICABA;13;15;87;15;17;7602;16;88;6987;
GO;521487;NOVA IGUAÇU DE GOIÁS;13;15;87;15;5;3626;4;300;2934;
RS;431500;PORTO LUCENA;13;15;87;15;5;4759;5;300;4594;
MG;315640;ROMARIA;13;15;87;15;7;3424;7;214;3520;
SC;421415;PRINCESA;13;15;87;15;8;3386;7;188;2937;
MG;310570;BARRA LONGA;13;15;87;15;8;6002;7;188;5015;
SP;351260;CORONEL MACEDO;13;15;87;15;9;3603;11;167;4635;
RS;432030;SELBACH;13;16;81;16;10;4800;11;160;5107;
PR;412320;SANTA CECÍLIA DO PAVÃO;13;16;81;16;11;4115;9;145;3293;
GO;521971;SANTO ANTÔNIO DA BARRA;13;16;81;16;11;5379;10;145;4854;
PR;410965;HONÓRIO SERPA;13;16;81;16;15;5931;13;107;5119;
MG;313140;IPIAÇU;13;16;81;16;6;4546;6;267;4225;
PB;251560;SERRA DA RAIZ;13;16;81;16;7;3639;6;229;3131;
MG;311460;CARRANCAS;13;16;81;16;7;5012;6;229;4049;
RS;431275;NOVA ALVORADA;13;16;81;16;8;3583;8;200;3663;
MG;316410;SÃO PEDRO DO SUAÇUÍ;13;17;76;14;17;5423;16;82;5202;
PR;410710;DIAMANTE DO NORTE;13;17;76;17;13;5127;13;131;5030;
GO;521870;RIANÁPOLIS;13;17;76;17;14;5120;13;121;4817;
RS;432310;VICENTE DUTRA;13;17;76;17;16;4919;15;106;4599;
SC;421227;PASSOS MAIA;13;17;76;17;17;4473;16;100;4109;
SP;351810;GUARANTÃ;13;17;76;17;19;7039;18;89;6675;
PR;410810;FLÓRIDA;13;17;76;17;9;3139;8;189;2699;
MS;500490;JARAGUARI;13;17;76;17;9;5464;12;189;7265;
