uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PB,SEPTICEMIA,DOMICILIO,"60 - 69",M,6
PB,SEPTICEMIA,HOSPITAL,"60 - 69",F,73
PB,SEPTICEMIA,HOSPITAL,"60 - 69",M,72
PB,SEPTICEMIA,OUTRO,"60 - 69",F,1
PB,SEPTICEMIA,OUTRO,"60 - 69",M,2
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
PB,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
PB,SRAG,DOMICILIO,"60 - 69",F,1
PB,SRAG,DOMICILIO,"60 - 69",M,1
PB,SRAG,HOSPITAL,"60 - 69",F,7
PB,SRAG,HOSPITAL,"60 - 69",M,11
PB,SRAG,IGNORADO,"60 - 69",F,1
PB,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PE,OUTRAS,DOMICILIO,"60 - 69",F,261
PE,OUTRAS,DOMICILIO,"60 - 69",M,438
PE,OUTRAS,HOSPITAL,"60 - 69",F,526
PE,OUTRAS,HOSPITAL,"60 - 69",M,672
PE,OUTRAS,IGNORADO,"60 - 69",F,10
PE,OUTRAS,IGNORADO,"60 - 69",M,14
PE,OUTRAS,OUTRO,"60 - 69",F,5
PE,OUTRAS,OUTRO,"60 - 69",M,39
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,49
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,59
PE,OUTRAS,VIA_PUBLICA,"60 - 69",F,6
PE,OUTRAS,VIA_PUBLICA,"60 - 69",M,36
PE,COVID,DOMICILIO,"60 - 69",F,4
PE,COVID,DOMICILIO,"60 - 69",M,7
PE,COVID,HOSPITAL,"60 - 69",F,660
PE,COVID,HOSPITAL,"60 - 69",M,770
PE,COVID,IGNORADO,"60 - 69",F,3
PE,COVID,IGNORADO,"60 - 69",M,5
PE,COVID,OUTRO,"60 - 69",M,3
PE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,16
PE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,15
PE,COVID,VIA_PUBLICA,"60 - 69",F,1
PE,COVID,VIA_PUBLICA,"60 - 69",M,1
PE,INDETERMINADA,DOMICILIO,"60 - 69",F,11
PE,INDETERMINADA,DOMICILIO,"60 - 69",M,15
PE,INDETERMINADA,HOSPITAL,"60 - 69",F,6
PE,INDETERMINADA,HOSPITAL,"60 - 69",M,4
PE,INDETERMINADA,OUTRO,"60 - 69",M,4
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PE,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,18
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,12
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,81
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,79
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,1
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,7
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,2
PE,PNEUMONIA,DOMICILIO,"60 - 69",F,2
PE,PNEUMONIA,DOMICILIO,"60 - 69",M,7
PE,PNEUMONIA,HOSPITAL,"60 - 69",F,99
PE,PNEUMONIA,HOSPITAL,"60 - 69",M,143
PE,PNEUMONIA,OUTRO,"60 - 69",F,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PE,SEPTICEMIA,DOMICILIO,"60 - 69",F,8
PE,SEPTICEMIA,DOMICILIO,"60 - 69",M,10
PE,SEPTICEMIA,HOSPITAL,"60 - 69",F,312
PE,SEPTICEMIA,HOSPITAL,"60 - 69",M,361
PE,SEPTICEMIA,IGNORADO,"60 - 69",M,1
PE,SEPTICEMIA,OUTRO,"60 - 69",F,1
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,8
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
PE,SRAG,DOMICILIO,"60 - 69",F,7
PE,SRAG,DOMICILIO,"60 - 69",M,7
PE,SRAG,HOSPITAL,"60 - 69",F,140
PE,SRAG,HOSPITAL,"60 - 69",M,138
PE,SRAG,IGNORADO,"60 - 69",F,1
PE,SRAG,IGNORADO,"60 - 69",M,2
PE,SRAG,OUTRO,"60 - 69",F,1
PE,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,8
PE,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
PI,OUTRAS,DOMICILIO,"60 - 69",F,57
PI,OUTRAS,DOMICILIO,"60 - 69",M,98
PI,OUTRAS,HOSPITAL,"60 - 69",F,76
PI,OUTRAS,HOSPITAL,"60 - 69",M,90
PI,OUTRAS,OUTRO,"60 - 69",F,1
PI,OUTRAS,OUTRO,"60 - 69",M,11
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
PI,OUTRAS,VIA_PUBLICA,"60 - 69",F,2
PI,OUTRAS,VIA_PUBLICA,"60 - 69",M,6
PI,COVID,DOMICILIO,"60 - 69",F,3
PI,COVID,DOMICILIO,"60 - 69",M,7
PI,COVID,HOSPITAL,"60 - 69",F,133
PI,COVID,HOSPITAL,"60 - 69",M,175
PI,COVID,IGNORADO,"60 - 69",M,1
PI,COVID,OUTRO,"60 - 69",F,1
PI,COVID,OUTRO,"60 - 69",M,1
PI,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PI,INDETERMINADA,DOMICILIO,"60 - 69",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,10
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,10
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,13
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,31
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PI,PNEUMONIA,DOMICILIO,"60 - 69",F,1
PI,PNEUMONIA,DOMICILIO,"60 - 69",M,3
PI,PNEUMONIA,HOSPITAL,"60 - 69",F,31
PI,PNEUMONIA,HOSPITAL,"60 - 69",M,34
PI,SEPTICEMIA,DOMICILIO,"60 - 69",F,2
PI,SEPTICEMIA,DOMICILIO,"60 - 69",M,2
PI,SEPTICEMIA,HOSPITAL,"60 - 69",F,27
PI,SEPTICEMIA,HOSPITAL,"60 - 69",M,31
PI,SRAG,DOMICILIO,"60 - 69",M,1
PI,SRAG,HOSPITAL,"60 - 69",M,2
PR,OUTRAS,DOMICILIO,"60 - 69",F,313
PR,OUTRAS,DOMICILIO,"60 - 69",M,552
PR,OUTRAS,HOSPITAL,"60 - 69",F,666
PR,OUTRAS,HOSPITAL,"60 - 69",I,1
PR,OUTRAS,HOSPITAL,"60 - 69",M,898
PR,OUTRAS,IGNORADO,"60 - 69",F,1
PR,OUTRAS,IGNORADO,"60 - 69",M,4
PR,OUTRAS,OUTRO,"60 - 69",F,22
PR,OUTRAS,OUTRO,"60 - 69",M,70
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,42
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,55
PR,OUTRAS,POSTO_SAUDE,"60 - 69",M,3
PR,OUTRAS,VIA_PUBLICA,"60 - 69",F,13
PR,OUTRAS,VIA_PUBLICA,"60 - 69",M,46
PR,COVID,DOMICILIO,"60 - 69",F,34
PR,COVID,DOMICILIO,"60 - 69",M,49
PR,COVID,HOSPITAL,"60 - 69",F,1639
PR,COVID,HOSPITAL,"60 - 69",M,2200
PR,COVID,IGNORADO,"60 - 69",M,1
PR,COVID,OUTRO,"60 - 69",F,20
PR,COVID,OUTRO,"60 - 69",M,22
PR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,63
PR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,88
PR,COVID,VIA_PUBLICA,"60 - 69",F,2
PR,COVID,VIA_PUBLICA,"60 - 69",M,5
PR,INDETERMINADA,DOMICILIO,"60 - 69",F,15
PR,INDETERMINADA,DOMICILIO,"60 - 69",M,19
PR,INDETERMINADA,HOSPITAL,"60 - 69",F,1
PR,INDETERMINADA,HOSPITAL,"60 - 69",M,1
PR,INDETERMINADA,OUTRO,"60 - 69",F,1
PR,INDETERMINADA,OUTRO,"60 - 69",M,2
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,16
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,32
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,108
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,132
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,3
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,11
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,13
PR,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",F,1
PR,PNEUMONIA,DOMICILIO,"60 - 69",F,6
PR,PNEUMONIA,DOMICILIO,"60 - 69",M,10
PR,PNEUMONIA,HOSPITAL,"60 - 69",F,188
PR,PNEUMONIA,HOSPITAL,"60 - 69",M,286
PR,PNEUMONIA,OUTRO,"60 - 69",F,2
PR,PNEUMONIA,OUTRO,"60 - 69",M,2
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
PR,SEPTICEMIA,DOMICILIO,"60 - 69",F,1
PR,SEPTICEMIA,DOMICILIO,"60 - 69",M,5
PR,SEPTICEMIA,HOSPITAL,"60 - 69",F,236
PR,SEPTICEMIA,HOSPITAL,"60 - 69",M,338
PR,SEPTICEMIA,OUTRO,"60 - 69",F,1
PR,SEPTICEMIA,OUTRO,"60 - 69",M,2
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
PR,SRAG,DOMICILIO,"60 - 69",M,1
PR,SRAG,HOSPITAL,"60 - 69",F,16
PR,SRAG,HOSPITAL,"60 - 69",M,29
PR,SRAG,OUTRO,"60 - 69",M,1
PR,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PR,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
RJ,OUTRAS,DOMICILIO,"60 - 69",F,576
RJ,OUTRAS,DOMICILIO,"60 - 69",M,907
RJ,OUTRAS,HOSPITAL,"60 - 69",F,1444
RJ,OUTRAS,HOSPITAL,"60 - 69",M,1705
RJ,OUTRAS,IGNORADO,"60 - 69",F,4
RJ,OUTRAS,IGNORADO,"60 - 69",M,7
RJ,OUTRAS,OUTRO,"60 - 69",F,26
RJ,OUTRAS,OUTRO,"60 - 69",M,76
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,412
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,518
RJ,OUTRAS,VIA_PUBLICA,"60 - 69",F,3
RJ,OUTRAS,VIA_PUBLICA,"60 - 69",M,39
RJ,COVID,DOMICILIO,"60 - 69",F,22
RJ,COVID,DOMICILIO,"60 - 69",M,33
RJ,COVID,HOSPITAL,"60 - 69",F,2463
RJ,COVID,HOSPITAL,"60 - 69",I,1
RJ,COVID,HOSPITAL,"60 - 69",M,2666
RJ,COVID,IGNORADO,"60 - 69",F,5
RJ,COVID,IGNORADO,"60 - 69",M,3
RJ,COVID,OUTRO,"60 - 69",F,3
RJ,COVID,OUTRO,"60 - 69",M,9
RJ,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,205
RJ,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,168
RJ,COVID,VIA_PUBLICA,"60 - 69",F,2
RJ,COVID,VIA_PUBLICA,"60 - 69",M,1
RJ,INDETERMINADA,DOMICILIO,"60 - 69",F,27
RJ,INDETERMINADA,DOMICILIO,"60 - 69",M,53
RJ,INDETERMINADA,HOSPITAL,"60 - 69",F,20
RJ,INDETERMINADA,HOSPITAL,"60 - 69",M,34
RJ,INDETERMINADA,IGNORADO,"60 - 69",F,1
RJ,INDETERMINADA,OUTRO,"60 - 69",F,1
RJ,INDETERMINADA,OUTRO,"60 - 69",M,4
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,17
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,21
RJ,INDETERMINADA,VIA_PUBLICA,"60 - 69",F,1
RJ,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,29
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,33
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,252
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,300
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,2
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,62
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,76
RJ,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
RJ,PNEUMONIA,DOMICILIO,"60 - 69",F,11
RJ,PNEUMONIA,DOMICILIO,"60 - 69",M,12
RJ,PNEUMONIA,HOSPITAL,"60 - 69",F,445
RJ,PNEUMONIA,HOSPITAL,"60 - 69",M,616
RJ,PNEUMONIA,IGNORADO,"60 - 69",M,1
RJ,PNEUMONIA,OUTRO,"60 - 69",F,1
RJ,PNEUMONIA,OUTRO,"60 - 69",M,4
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,69
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,100
RJ,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
RJ,SEPTICEMIA,DOMICILIO,"60 - 69",F,5
RJ,SEPTICEMIA,DOMICILIO,"60 - 69",M,14
RJ,SEPTICEMIA,HOSPITAL,"60 - 69",F,542
RJ,SEPTICEMIA,HOSPITAL,"60 - 69",M,598
RJ,SEPTICEMIA,IGNORADO,"60 - 69",F,1
RJ,SEPTICEMIA,IGNORADO,"60 - 69",M,1
RJ,SEPTICEMIA,OUTRO,"60 - 69",M,3
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,89
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,85
RJ,SRAG,HOSPITAL,"60 - 69",F,59
RJ,SRAG,HOSPITAL,"60 - 69",M,50
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,8
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
RN,OUTRAS,DOMICILIO,"60 - 69",F,65
RN,OUTRAS,DOMICILIO,"60 - 69",M,107
RN,OUTRAS,HOSPITAL,"60 - 69",F,131
RN,OUTRAS,HOSPITAL,"60 - 69",M,159
RN,OUTRAS,IGNORADO,"60 - 69",M,1
RN,OUTRAS,OUTRO,"60 - 69",F,4
RN,OUTRAS,OUTRO,"60 - 69",M,7
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,6
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,13
RN,OUTRAS,VIA_PUBLICA,"60 - 69",F,3
RN,OUTRAS,VIA_PUBLICA,"60 - 69",M,6
RN,COVID,DOMICILIO,"60 - 69",F,3
RN,COVID,DOMICILIO,"60 - 69",M,4
RN,COVID,HOSPITAL,"60 - 69",F,238
RN,COVID,HOSPITAL,"60 - 69",M,307
RN,COVID,OUTRO,"60 - 69",F,1
RN,COVID,OUTRO,"60 - 69",M,1
RN,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,11
RN,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
RN,COVID,VIA_PUBLICA,"60 - 69",M,1
RN,INDETERMINADA,DOMICILIO,"60 - 69",F,1
RN,INDETERMINADA,DOMICILIO,"60 - 69",M,2
RN,INDETERMINADA,OUTRO,"60 - 69",M,1
RN,INDETERMINADA,VIA_PUBLICA,"60 - 69",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,6
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,8
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,25
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,21
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
RN,PNEUMONIA,DOMICILIO,"60 - 69",F,1
RN,PNEUMONIA,DOMICILIO,"60 - 69",M,9
RN,PNEUMONIA,HOSPITAL,"60 - 69",F,40
RN,PNEUMONIA,HOSPITAL,"60 - 69",M,48
RN,PNEUMONIA,OUTRO,"60 - 69",F,1
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
RN,SEPTICEMIA,DOMICILIO,"60 - 69",F,4
RN,SEPTICEMIA,DOMICILIO,"60 - 69",M,4
RN,SEPTICEMIA,HOSPITAL,"60 - 69",F,55
RN,SEPTICEMIA,HOSPITAL,"60 - 69",M,62
RN,SEPTICEMIA,IGNORADO,"60 - 69",F,2
RN,SEPTICEMIA,OUTRO,"60 - 69",M,1
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
RN,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
RN,SRAG,DOMICILIO,"60 - 69",F,1
RN,SRAG,DOMICILIO,"60 - 69",M,1
RN,SRAG,HOSPITAL,"60 - 69",F,4
RN,SRAG,HOSPITAL,"60 - 69",M,8
RN,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RO,OUTRAS,DOMICILIO,"60 - 69",F,39
RO,OUTRAS,DOMICILIO,"60 - 69",M,81
RO,OUTRAS,HOSPITAL,"60 - 69",F,92
RO,OUTRAS,HOSPITAL,"60 - 69",I,1
RO,OUTRAS,HOSPITAL,"60 - 69",M,126
RO,OUTRAS,OUTRO,"60 - 69",F,1
RO,OUTRAS,OUTRO,"60 - 69",M,11
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
RO,OUTRAS,VIA_PUBLICA,"60 - 69",F,1
RO,OUTRAS,VIA_PUBLICA,"60 - 69",M,8
RO,COVID,DOMICILIO,"60 - 69",F,7
RO,COVID,DOMICILIO,"60 - 69",M,7
RO,COVID,HOSPITAL,"60 - 69",F,357
RO,COVID,HOSPITAL,"60 - 69",M,478
RO,COVID,IGNORADO,"60 - 69",M,1
RO,COVID,OUTRO,"60 - 69",F,3
RO,COVID,OUTRO,"60 - 69",M,3
RO,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RO,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
RO,COVID,VIA_PUBLICA,"60 - 69",F,2
RO,COVID,VIA_PUBLICA,"60 - 69",M,2
RO,INDETERMINADA,DOMICILIO,"60 - 69",M,2
RO,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,4
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,8
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,18
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,21
RO,PNEUMONIA,DOMICILIO,"60 - 69",F,1
RO,PNEUMONIA,HOSPITAL,"60 - 69",F,28
RO,PNEUMONIA,HOSPITAL,"60 - 69",M,52
RO,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
RO,SEPTICEMIA,HOSPITAL,"60 - 69",F,34
RO,SEPTICEMIA,HOSPITAL,"60 - 69",M,43
RO,SEPTICEMIA,OUTRO,"60 - 69",F,1
RO,SRAG,HOSPITAL,"60 - 69",F,4
RO,SRAG,HOSPITAL,"60 - 69",M,2
RR,OUTRAS,DOMICILIO,"60 - 69",F,4
RR,OUTRAS,DOMICILIO,"60 - 69",M,8
RR,OUTRAS,HOSPITAL,"60 - 69",F,14
RR,OUTRAS,HOSPITAL,"60 - 69",M,27
RR,OUTRAS,OUTRO,"60 - 69",M,1
RR,OUTRAS,VIA_PUBLICA,"60 - 69",F,1
RR,COVID,HOSPITAL,"60 - 69",F,60
RR,COVID,HOSPITAL,"60 - 69",M,69
RR,COVID,OUTRO,"60 - 69",M,1
RR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
RR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,6
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,3
RR,PNEUMONIA,HOSPITAL,"60 - 69",F,4
RR,PNEUMONIA,HOSPITAL,"60 - 69",M,4
RR,SEPTICEMIA,HOSPITAL,"60 - 69",F,1
RR,SEPTICEMIA,HOSPITAL,"60 - 69",M,7
RS,OUTRAS,DOMICILIO,"60 - 69",F,341
RS,OUTRAS,DOMICILIO,"60 - 69",M,678
RS,OUTRAS,HOSPITAL,"60 - 69",F,905
RS,OUTRAS,HOSPITAL,"60 - 69",I,3
RS,OUTRAS,HOSPITAL,"60 - 69",M,1271
RS,OUTRAS,IGNORADO,"60 - 69",F,25
RS,OUTRAS,IGNORADO,"60 - 69",M,27
RS,OUTRAS,OUTRO,"60 - 69",F,22
RS,OUTRAS,OUTRO,"60 - 69",M,61
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,85
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,115
RS,OUTRAS,VIA_PUBLICA,"60 - 69",F,4
RS,OUTRAS,VIA_PUBLICA,"60 - 69",M,23
RS,COVID,DOMICILIO,"60 - 69",F,35
RS,COVID,DOMICILIO,"60 - 69",M,34
RS,COVID,HOSPITAL,"60 - 69",F,1884
RS,COVID,HOSPITAL,"60 - 69",M,2297
RS,COVID,IGNORADO,"60 - 69",F,30
RS,COVID,IGNORADO,"60 - 69",M,40
RS,COVID,OUTRO,"60 - 69",F,2
RS,COVID,OUTRO,"60 - 69",M,3
RS,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,62
RS,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,88
RS,COVID,POSTO_SAUDE,"60 - 69",F,1
RS,COVID,VIA_PUBLICA,"60 - 69",F,1
RS,COVID,VIA_PUBLICA,"60 - 69",M,2
RS,INDETERMINADA,DOMICILIO,"60 - 69",F,11
RS,INDETERMINADA,DOMICILIO,"60 - 69",M,18
RS,INDETERMINADA,HOSPITAL,"60 - 69",F,8
RS,INDETERMINADA,HOSPITAL,"60 - 69",M,2
RS,INDETERMINADA,IGNORADO,"60 - 69",F,1
RS,INDETERMINADA,IGNORADO,"60 - 69",M,2
RS,INDETERMINADA,OUTRO,"60 - 69",F,1
RS,INDETERMINADA,OUTRO,"60 - 69",M,2
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,14
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,24
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,161
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,234
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,3
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,6
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,3
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,17
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,21
RS,PNEUMONIA,DOMICILIO,"60 - 69",F,4
RS,PNEUMONIA,DOMICILIO,"60 - 69",M,11
RS,PNEUMONIA,HOSPITAL,"60 - 69",F,246
RS,PNEUMONIA,HOSPITAL,"60 - 69",M,388
RS,PNEUMONIA,IGNORADO,"60 - 69",F,6
RS,PNEUMONIA,IGNORADO,"60 - 69",M,7
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,15
RS,SEPTICEMIA,DOMICILIO,"60 - 69",F,3
RS,SEPTICEMIA,DOMICILIO,"60 - 69",M,4
RS,SEPTICEMIA,HOSPITAL,"60 - 69",F,320
RS,SEPTICEMIA,HOSPITAL,"60 - 69",I,1
RS,SEPTICEMIA,HOSPITAL,"60 - 69",M,372
RS,SEPTICEMIA,IGNORADO,"60 - 69",F,5
RS,SEPTICEMIA,IGNORADO,"60 - 69",M,10
RS,SEPTICEMIA,OUTRO,"60 - 69",F,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,10
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,12
RS,SRAG,DOMICILIO,"60 - 69",F,1
RS,SRAG,HOSPITAL,"60 - 69",F,20
RS,SRAG,HOSPITAL,"60 - 69",M,13
RS,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SC,OUTRAS,DOMICILIO,"60 - 69",F,149
SC,OUTRAS,DOMICILIO,"60 - 69",M,323
SC,OUTRAS,HOSPITAL,"60 - 69",F,437
SC,OUTRAS,HOSPITAL,"60 - 69",M,678
